wid,model,regime_changed,auc_post,mcc_post,bal_post,acc_post,ece_post,dsi_post,acc_pre,DR
25,majority,1,0.5,0.0,0.5,0.5740740740740741,0.42592592592592593,1.0,0.9102564102564102,0.0
26,tcn,1,0.7196825563672675,0.30526825997047113,0.654138855310874,0.6506410256410257,0.169080615170503,0.37715934799379486,0.5572916666666667,-0.16750539180445712
26,anfis,1,0.7347455539681758,-0.04524752323552568,0.4911374944578551,0.4074074074074074,0.21916761466612417,0.802879128487345,0.4583333333333333,0.11111111111111112
26,har,1,0.6608699935957436,0.0,0.5,0.5910493827160493,0.07619919647804929,0.999636910637758,0.5416666666666666,-0.09116809116809117
26,garch,1,0.5758214690378837,-0.09871755164673507,0.48825065274151436,0.5771604938271605,0.06433634320290513,0.9186741947163162,0.5416666666666666,-0.06552706552706562
26,majority,1,0.5,0.0,0.5,0.5910493827160493,0.4089506172839506,1.0,0.5416666666666666,0.0
27,tcn,1,0.7471082178564235,0.19551265831421655,0.581863145283559,0.5280448717948718,0.3381641649712737,0.5248671198657473,0.6579861111111112,0.19748325553074897
27,anfis,1,0.5665234371176603,-0.05736896687618932,0.4790783716855736,0.4228395061728395,0.23416754872829906,0.7023926719939123,0.3974358974358974,-0.06391875746714461
27,har,1,0.6679064668630771,0.0,0.5,0.5817901234567902,0.0851966602561014,0.9995916721089771,0.6506410256410257,0.1058201058201058
27,garch,1,0.6449538500690046,0.0,0.5,0.5817901234567902,0.04715880412760235,0.9353849039946709,0.6506410256410257,0.1058201058201058
27,majority,1,0.5,0.0,0.5,0.5817901234567902,0.4182098765432099,1.0,0.6506410256410257,0.0
28,tcn,1,0.754641314277751,0.3341112612441116,0.6780731771518821,0.7548076923076923,0.16939277830235183,0.4646341209080369,0.7013888888888888,-0.07616146230007621
28,anfis,1,0.6454116286263802,0.08314726400755741,0.5358367742195801,0.3395061728395062,0.36024512706991324,0.7715271058171329,0.5384615384615384,0.3694885361552028
28,har,1,0.7208376484512649,0.0,0.5,0.7700617283950617,0.10300992285387942,0.9993142582658635,0.40384615384615385,-0.906819517930629
28,garch,1,0.739788301435085,0.17607239823197177,0.5568385092332315,0.7669753086419753,0.16658838446333843,0.7620601033317331,0.40384615384615385,-0.8991769547325101
28,majority,1,0.5,0.0,0.5,0.7700617283950617,0.22993827160493827,1.0,0.40384615384615385,0.0
